era,session,block_number,name,stash_address,controller_address,commission_percent,self_stake,total_stake,num_stakers,voters
1117,5995,3462514,P2P.ORG / 17,HpwH8QfuZ2nQoMz2mgqNFRRi5KKFWHnDWEepWwaXNihNdQ4,HpwH8QfuZ2nQoMz2mgqNFRRi5KKFWHnDWEepWwaXNihNdQ4,5.00,8288853974046,10247367773830912,5,68
1117,5995,3462514,,JKjFSGnsXeqhhPgvBmKb6vUnrTZHu17eydEDnpcorCnZXLG,CgJANN2C2svVLFjMGQ6pxJU48wLbZw3rV5XeWKhN6z5AiTd,100.00,636699593875325,25419062508330953,3,12
1117,5995,3462514,,CinNnPhc4aGFQb7FWhUpnfwCNwXN3brcnCR1MkazkstcDJa,H2gV2ERRZPwzG9GUREa8tWrkdrCjynXYKBXSjBy5MBBqXC2,100.00,503313918452,25002323706116614,2,4
1117,5995,3462514,,Ft87fH3CNRZuBHCG2MDBV9uZsnrbvnpxdmYQ5iUxw1cDREF,FQeRsmQJTc7LHRr374fD7W6EiHYYZtZQvjuCitCXtPkJRKD,100.00,100000000000,39990819462882429,1,1
1117,5995,3462514,,HqebkWNAPfyKj5XTGmeWaSmfeXu1VfWcMGmQ27bujEaeqXW,HqebkWNAPfyKj5XTGmeWaSmfeXu1VfWcMGmQ27bujEaeqXW,100.00,1000000000000,9501145163574060,1,3
1117,5995,3462514,DragonStake 🐲,DSpbbk6HKKyS78c4KDLSxCetqbwnsemv2iocVXwNe2FAvWC,FreeCictHsDuT64oEKsgWvrVUe4Ydpvx7y78c7eDWNE29vN,10.00,159408040804203,24785112778385075,18,80
1117,5995,3462514,,Gq4V2SSoTv2eyARrbeZ24YBDkudSuqdm7kDm8yYGk3kxEet,HTZcFRuxroM4SqXKQDJAHTSfnDKqefcztxEJoxVJn5GsZP1,10.00,450000000000,11911940043213944,1,26
1117,5995,3462514,,Fk6p456PTU6Sju2b83Cy8rU3NGFsXmWk9BrcqaMqhWW1jWf,Fk6p456PTU6Sju2b83Cy8rU3NGFsXmWk9BrcqaMqhWW1jWf,20.00,10000000000,15239806888859416,1,12
1117,5995,3462514,BisonTrails / Validator 1,EFjHdypk8xLf3ocDEFPaKFWVcfamH8mpvfUeXHvRWpSBk2M,EFjHdypk8xLf3ocDEFPaKFWVcfamH8mpvfUeXHvRWpSBk2M,10.00,122920712806999,25068416815524932,10,32
1117,5995,3462514,,GX1P66n4ZfwrjuvJEJodRKLDh2HqfV7oSt7gASddYx9eTZ2,GAC67F4X7Z5xN3q4pWmnqYSwYqYBsihV6EY1fgt1wZZBF2U,25.00,2373742011603,29961871148411308,2,14
1117,5995,3462514,Validators.Online,Fk3yTFztZdZa4a7yBpisz9ceMyjgYLtZ9CKSCfFNVhoW2ZC,FhhenY3zGUWurDD36EoRpg6WSjbGb9ZdM5PV9e9fHDNaAbM,1.00,53864933072159,12655071187115421,5,212
1117,5995,3462514,,Hadx1N8xZq6tRtXWkm6s5madXTXqVhauDNmesZnpMYTufcv,CoqkA7rw8zp3mzNfRFnrH5z6uuWyxC4YsZRGtrC73RRwYCG,100.00,284295027776,21563529740613881,1,1
1117,5995,3462514,,CamaqNeoBA6w3hdZoX5kZzA1B3u2TSWgYQvWoM7ULtbPFD1,Da6eCJZWTuCCEeTJoAbmcMHdeCiWADXT7p6NkKbsjs6tBYo,0.00,1000000000000,7395970005228580,5,58
1117,5995,3462514,Bit Cat🐱,ErhkFXudde5xXFVMGUtNpiPLvZ9zcvqM3ueRLukDdpjszys,DdVUpYooiyRwZ6y2BSPxzF7aJNUk3sNqobtcVMeAXxeMedr,10.00,170000232275662,14935850541270855,1,28
1117,5995,3462514,,E5Qo7ZrDbgJeHGQ1hSRA7pwJV8YxSi6TNcvQg4aNDCZ91b2,Hbt3kpjXRe97X6XpsWYRhcdNMLaLkTCTPWUeQDmS4wX77gz,100.00,990000000000,24877100001525902,2,4
1117,5995,3462514,EVERSTAKE,ESRBbWstgpPV1pVBsqjMo717rA8HLrtQvEUVwAGeFZyKcia,FMMwNdHXu6jUsg2gzQvPvih3aD7z2QmdPhUA4kZSFAA32Ak,10.00,2000000000000,16344047692148121,6,23
1117,5995,3462514,,FkUYJFQt9asnxvgjKt6s1yXjQr3MHDJBTsgfikq4n8qJg4E,Ftkuern4b74SWN9uM6sUEAtmRb2hnhU7dXgGnANywZteVV5,3.00,1000000000000,11369408366240683,3,18
1117,5995,3462514,,Hww6Tje6LZpn4XU7BdaG7H3WjN4L4NEgD34WWJ75GHnEewT,Hww6Tje6LZpn4XU7BdaG7H3WjN4L4NEgD34WWJ75GHnEewT,100.00,318718704222616,9328830593817599,1,2
1117,5995,3462514,RYABINA / @Kusama_bot for telegram [12],EaWWcRin5KwuXYFZA7ANuMCydQHjM5MofStJGusASGeXrrs,EaWWcRin5KwuXYFZA7ANuMCydQHjM5MofStJGusASGeXrrs,3.00,150000000000,10408299004592512,7,108
1117,5995,3462514,,HqFz5RBczgtKrHQGav7DFZwSwrDXxKjLWc95mMDidVdfpwC,FTuixuLLe8RYsGpdwoxHhVq3Y3fAhR313CscU7sybJ7MWxT,100.00,573169348784,25002283552836247,1,5
1117,5995,3462514,Zug Capital / 11,CzugcahXz2J8Fn6vDJfro3pi51QoKhX49sAEHHfpNGBqCsK,DM6fhGRTVbf3jFiG9UYyEeo7MSM3Wq2vBp5AXWzjtv6djkH,5.00,500000000000000,18876166209900585,2,94
1117,5995,3462514,,DxDFNGjNrTHWhes35E2ht7cJSNWpedoQzre6rVXBtMV3jjB,GJ8Q9n2UwPtt5DZynNnU4ZxNPs84UNUJf54q5t5V4dwo5FE,3.00,8017856327949,8659688339078337,18,116
1117,5995,3462514,,EPhtbjecJ9P2SQEGEJ4XmFS4xN7JioBFarSrbqjhj8BuJ2v,FJ3NBzw9SxhJEJFg2yjHLyhDDgdZKz7wiVF8r7qYKzCSN8n,10.00,50000000000000,12725108627436236,1,10
1117,5995,3462514,,CpLZA1ebDJPYvK9fx6e8rPzJX9yn9x2Gey9S6PpBbTrpnXY,CpLZA1ebDJPYvK9fx6e8rPzJX9yn9x2Gey9S6PpBbTrpnXY,100.00,500000000000,6640258525978485,1,5
1117,5995,3462514,P2P.ORG / 13,GybYig8gsMn1gPtTbdhRqtQ7VxSkuNd57rXhSMrBLviZwKM,GybYig8gsMn1gPtTbdhRqtQ7VxSkuNd57rXhSMrBLviZwKM,5.00,8298274731637,10323785747484575,3,39
1117,5995,3462514,,Eo9RxTKq2WppUvRRycUmLFHJvHtBVoxURhDe78ZKmjoJfWN,CtSmAuTrqZJuX4ZJ39VRxDH6RKjYoRB4du43gZGDBoLF5C3,100.00,273338563815,21563518784149920,1,1
1117,5995,3462514,,Dmn4KUPZUCvDN5Qx8XZ6Ahn6wFSwvA3ZnRARXZZEiRzHdqj,EysoUoQWASXsaFqAyc7pCgecHySdyd68tAGpLXJguqmh7Cd,25.00,7349247543760,29963785477425113,2,12
1117,5995,3462514,P2P.ORG / 66,F7R8ymapNdkrDz83tGEZtQnFP7eHwTjh7qi2S4b7qBwfpzE,F7R8ymapNdkrDz83tGEZtQnFP7eHwTjh7qi2S4b7qBwfpzE,5.00,5000000000000,7390380394733302,2,11
1117,5995,3462514,,EDcqtP9vMNrk7PHEbSw1TVgccE3s2mG1xPnbvsQrJ8CWvD2,H9cei956qCxvNQSzL3pc9s9ji19WcjcfF6NoEDztfXQJp2n,10.00,428192307900,11913112394274034,3,27
1117,5995,3462514,,GqomGHs3CpaoG7kemv9hb6LCaBSazXMPaaCyDrP6CxRrgcF,Fpj8br7yPUmZbGSnkZPma2wMv2bjSYz65usUcNqYZW2Z9cu,0.00,10711801981162,7409029411701028,24,33
1117,5995,3462514,Kevin Li | EPC,EDkyLR1J19e9agASF6PK649jiheqD95tRweFNyzTg11Xug4,GnzLahvpT7rMWRnwv89wqbEwESEeorTemGRzBRgf22JfPWi,10.00,1021075556576,11846247616286760,2,35
1117,5995,3462514,,DFaiE6wT1caQ9u7eLkuphVQqbywWKzYjm5vRsMgk43GSb84,FkdpDPpakg121qLnkm3XduhxhMuFeaYhw6GygQAg9mS74LW,100.00,415737114401,25002126120601864,1,2
1117,5995,3462514,Validators.Online / B,EtgM5E6pecndYpKCLkfYeRfKSmVxT1mVvaxceJFnhuKqTpG,FvqGTEpXZjikyuo4RxsiRMxwKyWVU8LUmBbW5JGy1fEA3cN,1.00,56801684763698,12653387520869478,6,216
1117,5995,3462514,,EQBwtmKWCyRrQ8yGWg7LkB8p7hpEKXZz4qUg9WR8hZmieCM,J3myLpmaobUh7AiQWwqG5Up2YZMeVY7yzC3UiAQ43PAobJU,0.00,499192308000,23952876716224691,2,18
1117,5995,3462514,P2P.ORG / 25,FDKyVTqcnVpmQkBez6mmawzLHeZhbpGmznVZfUxZmjsVQrL,FDKyVTqcnVpmQkBez6mmawzLHeZhbpGmznVZfUxZmjsVQrL,5.00,7524226453715,10249828461733619,1,20
1117,5995,3462514,🚀Stakin,D8rBgbN7NWa4k9Wa5aeupP2rjo6iYoHPTxxJU5ef35PUQJN,D8rBgbN7NWa4k9Wa5aeupP2rjo6iYoHPTxxJU5ef35PUQJN,10.00,127638169291901,12656727900945181,20,177
1117,5995,3462514,Teufel / 02,H9R6HgnZKtrcfBJP2M6WCvLJvp72Q96eURbCxmj6KCFVWjh,H9R6HgnZKtrcfBJP2M6WCvLJvp72Q96eURbCxmj6KCFVWjh,3.00,1000000000000,8651901619065718,13,83
1117,5995,3462514,,FmQHyUXoRkGTRySqVUy7NBAVhkKFvTtRtkzVTjZgBzbDzum,ERhmZRXi5yvXLrP8SQYxNDaXY9gGYqYaqnqx4ZL89ra7SfB,100.00,172684532838,21563418130118943,1,1
1117,5995,3462514,🔥🔥Cryptium Labs 3🔥🔥,Faaf2qgwtaFum78U8TdEPnUd4u7HPk65cdaFj7KbEA6wi2Y,Faaf2qgwtaFum78U8TdEPnUd4u7HPk65cdaFj7KbEA6wi2Y,5.00,500000000000,25066147427399607,2,26
1117,5995,3462514,RockX,EfK27sX89DpagD3TCF4hF4rGZ1CnCGtYZvo94HZLU3GQuMj,EfK27sX89DpagD3TCF4hF4rGZ1CnCGtYZvo94HZLU3GQuMj,10.00,63229449782146,30849447280614600,3,8
1117,5995,3462514,,DmTzGAndAch8kXngopH69bcQCjYTukbp5Vh9SpJyiGfouwp,DEEo8tSHwuAu64fPGYW3A7ErBqnE6qn1uxiXmaLyVKjYUdk,10.00,84879509196635,14933738897309857,1,13
1117,5995,3462514,,FBichC4g5HBmdWCu3ebdADWQbvjbN7KdodNKWBYpLFgxCcd,DT4PrinR6QzRnHoyytTtGc43Euy44siRJ4F4QyHTFGe7zuP,100.00,282653685310,25001993037172773,1,1
1117,5995,3462514,,FP3ZrvuLb5Cg3mCBhTd8jScgF2tjDou6EXY5fY4WAVo1CTi,GPYBMKi8VzRxKbaLAHTW8aEVB5zpGTn4FqTrLevcEhUSjHR,25.00,16939947687473,24876596619694797,1,4
1117,5995,3462514,Zug Capital / 17,Czugcaq5WFUNtfuxGHDEhywYfgxMVtRP6CsNKz3UjMXRbKc,HV2cLemTBxQaN5Vg7Pqp1myNU7bFFdeRKXhgR621bRi6a4M,5.00,500000000000000,18877005392401000,3,78
1117,5995,3462514,RYABINA / @Kusama_bot for telegram [8],Gk6v5CXUy2cPMtVxXtN7ZUn7K5y7UFEm78xp98Uatjt2yuV,Gk6v5CXUy2cPMtVxXtN7ZUn7K5y7UFEm78xp98Uatjt2yuV,3.00,150000000000,10398685388476433,3,101
1117,5995,3462514,notaraspberrypi,JKmFAAo9QbR9w3cfSYxk7zdpNEXaN1XbX4NcMU1okAdpwYx,JLQpW3qUUAj4k4C4iz98soHqN8zGwWWf1XqrhxgLXFgLLC5,1.00,61587540621683,12724149221139900,2,90
1117,5995,3462514,,FFRSFafpeT3ESfnABTW4Cqi5WbLZ3JFnw512HBJtREnpYUr,CrPEjd9bGPsnejESRZcZMXUK9riSSgEReQiLE9rUCtPAjP6,10.00,450000000000,11911940043213944,1,21
1117,5995,3462514,,FpVmbKAqwoQaTBGwrTGsSu4nN1PCGY8XrQa4AaJVuzyVhh2,FMZMMsnkzoUdXMC4bBokH72kx6CwvsL2sXb2yVTpCeiCuMf,100.00,169999780789,21563415445366894,1,1
1117,5995,3462514,P2P.ORG / 4,EdMEEeBcmQehGJSmue8ZqgC1G6d6AEsVxdCNgQ24eHA2omw,EdMEEeBcmQehGJSmue8ZqgC1G6d6AEsVxdCNgQ24eHA2omw,5.00,9089135436320,10287628672602162,5,33
1117,5995,3462514,,HKngUy7BwHmEJ9A2X9uQc3JC7ynYeuC4PGMAU9NeDEJxbbA,HKngUy7BwHmEJ9A2X9uQc3JC7ynYeuC4PGMAU9NeDEJxbbA,100.00,500000000000,6649641680018311,2,3
1117,5995,3462514,blockdaemon😈 / 😈2,Cs1jHXYHxZyWKsGPvYY1BknhLdpNa1iXGja4Kn8hQZs7BsH,Cs1jHXYHxZyWKsGPvYY1BknhLdpNa1iXGja4Kn8hQZs7BsH,10.00,174441614422632,29960705077064986,3,6
1117,5995,3462514,,HTrpbES27bqMvCioQGHpmJbBzwji6V5DeuXUfB1gsZ5Vkh1,DFb3pBAtvKZkWmy6uD4yMw4Xty6udjMXTynuGsgHhSwiMCH,100.00,206594106574,25001916977594037,1,2
1117,5995,3462514,,ECn3m22fRgt5DSFdv2xkMGRrEMhcGSsVvi7q8kjeVVeCtbJ,EJkXzrGvdTTiwpPRz6dN9xmoVKzk5fDi2fENMuDDovjH4DB,0.00,1000000000000,7390917001256657,8,61
1117,5995,3462514,P2P.ORG / 42,HnAVZ5w5RP5PHX2bXPsFWJ42hYdzV9r5FoDTEiHhLSfWtPp,HnAVZ5w5RP5PHX2bXPsFWJ42hYdzV9r5FoDTEiHhLSfWtPp,5.00,7680681732250,7390627564317203,8,42
1117,5995,3462514,,EX98wxj7cUkpPxcsEsNK9J6qX8N79mv6om8bbjLGnu9Q1ur,EX98wxj7cUkpPxcsEsNK9J6qX8N79mv6om8bbjLGnu9Q1ur,2.00,78352347486450,12654700637375479,6,145
1117,5995,3462514,,H92eKPHucGSg1pP16zmEpkdUAyLkt5MywcwEirosXfqMKWA,D3McK1nNGgBWJb9ai7LF6ur4mcZ4G5NFGVPXU8Y3tUNv2Xa,8.00,1000000000000,10207681471429612,8,63
1117,5995,3462514,,FAGzHVggwv1QRmkGjom1Foc24jzZS1CJGcWUzrGdW8FyXEm,FL1FGjs1J3a2xGQ751YcraHdDG7JY4qUdGaUuitiPKWa2EA,100.00,100000000000,25001810383487463,1,2
1117,5995,3462514,,DAT4gSgyMskggCmTQKfEM6hQgRy1NWdhtfMTAuPLsUAGUPy,DFNjz36vWjaF9XbcMctFTgq3DULVr8hTGj5rq4v6DFHavs6,100.00,168860027186,21563414305613291,1,2
1117,5995,3462514,,FhbVbN8VqQLnLkNX76nHAoBBDsC3Jych3k14WbUoJUBbGHr,CbUGzsM62GH58JQquUyLWAJbYWkTZ2Uf37UG2QCpxhSeCbW,3.00,1000000000000,18876871121890136,8,25
1117,5995,3462514,,F2FafDtkrWCRF9r9YQFSvkp83LgtQ7MdZw7EgjrwU3bgCZr,Echcm58RJW8RwwtcgcUQhHT8NgVKJjEf6FARPj3MjCKK9uH,100.00,1000000000000,9042179968303984,2,10
1117,5995,3462514,P2P.ORG / 16,FVMtBcMzgxmsqMUTPUB8nUTWt3seg9tAkurzrp1YJSarkw7,FVMtBcMzgxmsqMUTPUB8nUTWt3seg9tAkurzrp1YJSarkw7,5.00,9033967807757,10283651654341293,4,29
1117,5995,3462514,,EXKimARVhuvoLr6ShJZFMWRVQkCPej8H5ZEqkeLPvGi3C2U,EXKimARVhuvoLr6ShJZFMWRVQkCPej8H5ZEqkeLPvGi3C2U,2.00,4771816560360,12654594187413451,15,202
1117,5995,3462514,,GZ5xCKCC8JRpJSMgAoDJAFAuQV8gD9Xz2cJca4mR7oRhzL9,GZ5xCKCC8JRpJSMgAoDJAFAuQV8gD9Xz2cJca4mR7oRhzL9,20.00,10000000000,15239806888859416,1,12
1117,5995,3462514,,EXtQYFeY2ivDsfazZvGC9aG87DxnhWH2f9kjUUq2pXTZKF5,H9Sa5qnaiK1oiLDstHRvgH9G6p9sMZ2j82hHMdxaq2QeAKk,0.00,500000000000,25418880893975017,3,10
1117,5995,3462514,Staking4All 🥩,GTUi6r2LEsf71zEQDnBvBvKskQcWvK66KRqcRbdmcczaadr,F5Prvqw6vh4fKEjWiedGCJJV96wEJwXDNSLnDzhECiya7X9,3.00,53569093215037,14934167246873387,1,116
1117,5995,3462514,,HySKzYkMJgmenTnqfsVkJu4H95rD7uKsXBmJyAQd9GVLgwG,GET2Z1mGmhZAiJR1Vz1w2o6GUWc89kxNZ8RJBPjZDaTABmf,0.00,1000000000000,7390337922674744,2,22
1117,5995,3462514,,HcVumZH1Rm2AChWXPTtCaYgQ2wXfg7Jf2MiuUQbMzZeqci7,CoyyWLa9HQd6BxzhpJq5AnYA49kcZYjqpfSJ6ZTS74n3YRP,10.00,450000000000,11911940043213944,1,20
1117,5995,3462514,,GJUkvsCsAHbYyjrGwPKgeaAK7EVzY4fxxu6bA4jy4s8BBKx,DyqGUq9WbbAhdkyBZXrePF4zysheRdx4pkYpzh85A73RbWX,5.00,1000000000000,11369049476700608,7,16
1117,5995,3462514,,GHE9h164PjZzdpLVgMmiYUx3KJHxGvevUns6n8YN8KGMPVZ,F1Cpm8YzZUkb9ssL1wcu7oi1Q2Z82YXpGmfUoADpWeqiDUu,3.00,20539521332988,24877753223934651,1,6
1117,5995,3462514,,GeYJhboY5bEc5WZFbrdxhEF9m6Y4NnbKzfCu1rBHxGWgviK,FkPebU73L38SSjocPETYetv5P51FQcTNDaChjmbK811hr3D,100.00,500000000000,23952692372287203,1,13
1117,5995,3462514,Eric / BladeRunner,CpYNXnYC1mPPRSXMHvm9EUuhEqHjvj6kCN4kshqMdEpPYSF,H2RfbBKUEFD8uVPdkuFdvtSZ8E1TVWD5ZPXB9KwbSN7Phw3,10.00,53540982304413,12723608802968950,1,5
1117,5995,3462514,Zug Capital / 01,CzugcatEG61Lc5Gzy2LS9dpTtafZEkfY2wdp9FdBHALv5Nz,FM1ueFHwqEAq1QLu9gBWfyQjoUfJtJqD1g9WnC5jP7uKF6U,5.00,500000000000000,18876479602831743,14,52
1117,5995,3462514,,J4fh3p3Gg7oKWvuwzWbGcKaw2TZWzFY8kWoEMdDomR2SvFT,EJLmhwziwU4LraBcCSzR5HkrexKsg6SrYaaGNTk5qfbceNM,0.00,1000000000000,7409442912359998,1,37
1117,5995,3462514,,Eyvj7oeaHyoqJbNPKPi3zjBks2bNoju3X29xJhsxD8d6GeQ,GARHv4dakmEBS3W4PDUtsXmnsu8NN91kGQDyP9h9FFXaTof,100.00,89416647971,25001799800135434,1,1
1117,5995,3462514,redpenguin,G7mWyu1Pom5XreLHUzDEcvFp6WaMuLuo4QKxtDB9yJZnH69,G7mWyu1Pom5XreLHUzDEcvFp6WaMuLuo4QKxtDB9yJZnH69,5.00,77201824899379,10407818026877302,9,57
1117,5995,3462514,Staker Space / 2️⃣,Eksma7JmWh8DenpNKi2uCavwaKJ9QrJJbtcnmwJr3hbHSmC,EAUEpwCxPqpgmc8u1JGC1kT2mkXxwoLEwjS7XyGkSw77KZY,4.00,85932935450701,12655164666239323,28,202
1117,5995,3462514,,DwZBcfHnJtRmR7P23VgHQEzaeGPXQvH8jDvuob2qiyTHJMM,E5dCGG48qGgcSKJrBmi1h4DNfLno4VwpvVa3ckBN6tqdKUz,100.00,125450478206,21563370896064311,1,1
1117,5995,3462514,P2P.ORG / 1,EUwcW86EFGDoDfUP2UJYuBwhCWC7cW9SdFH9cPh6UPBvBHj,EUwcW86EFGDoDfUP2UJYuBwhCWC7cW9SdFH9cPh6UPBvBHj,5.00,8399169053914,10336063124777471,29,93
1117,5995,3462514,P2P.ORG / 67,EE2qKTWxE6JqFuqgUEPFiBg9EqvMbEDmwMAsg7QySdswzYa,EE2qKTWxE6JqFuqgUEPFiBg9EqvMbEDmwMAsg7QySdswzYa,5.00,5330106053800,7390905695002400,4,25
1117,5995,3462514,,GeBHFdMZ8Vpgxn4ELb3AMUXBddGFeRM5HcmrGzqXgAzHo4B,DPYmg7eHnNzmw8xJBP68LHGWyd1BaFaGaPFk2vrE8xdWcL3,100.00,100000000000,23900100000000000,1,1
1117,5995,3462514,,FCTjWUUptm1vNLLDp9HBgA5tN7hzEX866RD5aVQkQhrQziL,Ho6qaTrFfy14TDwKKuYKEhs3mPw6qyah4pYKy27ApPcvwjF,100.00,50000000000,7955285815976196,1,1
1117,5995,3462514,,HCj2iw96YwouLMAKeBC12LQsCcj2U8isYNXVosf4FoJi1Rv,HCj2iw96YwouLMAKeBC12LQsCcj2U8isYNXVosf4FoJi1Rv,100.00,500000000000,6640196223920681,2,4
1117,5995,3462514,RYABINA / @Kusama_bot for telegram [6],ESNZ8Eg46ByUYoAhr8MPbGpGF82pgmmjE3uVVepPCnJC61r,ESNZ8Eg46ByUYoAhr8MPbGpGF82pgmmjE3uVVepPCnJC61r,3.00,150000000000,10408350823613321,10,98
1117,5995,3462514,,DV9hW62LR5CLFtsZTSKu8vbrGEaN2GsFJb2w2vsfPGgkog7,DV9hW62LR5CLFtsZTSKu8vbrGEaN2GsFJb2w2vsfPGgkog7,100.00,100000000000,5869825424858895,5,12
1117,5995,3462514,,Gf5YUW8nxXZvVyHvBptyZUe4HLwSaBCAFYZFYazHqn9xfzy,Gf5YUW8nxXZvVyHvBptyZUe4HLwSaBCAFYZFYazHqn9xfzy,23.00,6803358875339,12647771641625566,11,136
1117,5995,3462514,,JCghFN7mD4ETKzMbvSVmMMPwWutJGk6Bm1yKWk8Z9KhPGeZ,D3Uxe1nG7EacqWEcnQ5thoMMyzorgu4kKpJWy6pNxG6f8A2,10.00,428192307900,11940766454195344,2,18
1117,5995,3462514,Teufel / 09,FfL2PKME8jhgYmqRZn1AP6WDLavZcEQGQk8X45TazmrzAVf,FfL2PKME8jhgYmqRZn1AP6WDLavZcEQGQk8X45TazmrzAVf,3.00,1000000000000,8651765194022296,11,104
1117,5995,3462514,,JDA8ByXeJcn2BfNabC6WbBJKEBwM4k7oBVenVgJdzL32RJc,FhxXQh7WDxCPHm73zp7H6Db4qRS7fdpRQWenx68h5F492JV,100.00,121272052197,21563366717638302,1,1
1117,5995,3462514,ondin / PHALA STAKEDROP / ONDIN3,E62PfJNuJpyKqTy3JU8D6LiuKagafiJJ9sLJsJHQShPVa4R,E62PfJNuJpyKqTy3JU8D6LiuKagafiJJ9sLJsJHQShPVa4R,10.00,4998000000000,10296897295050918,7,67
1117,5995,3462514,🔥🔥Cryptium Labs 17🔥🔥,JLKcPk652UTtQfyrk7keyU6vqAEj5JXzDAvQdPxB1DJTnZ3,JLKcPk652UTtQfyrk7keyU6vqAEj5JXzDAvQdPxB1DJTnZ3,5.00,500000000000,10828741710777556,4,29
1117,5995,3462514,Anonstake,J4hAvZoHCviZSoPHoSwLida8cEkZR1NXJcGrcfx9saHTk7D,DJvwYJ8VEv5MhJXg5kM6W3RKFNsNEzAqm3rjz1DcQLESqLQ,8.00,142199636272296,14934905823805675,1,12
1117,5995,3462514,Genesis Lab,DuRV4MSm54UoX3MpFe3P7rxjBFLfnKRThxG66s4n3yF8qbJ,GHokLhWXboe2iBQ1uqmNax63mgCPG1msvpA9Upwpg5uRRh6,7.00,107316337610756,12723323129249505,2,17
1117,5995,3462514,,GtYMNf1zfLFkwYDgLi2nXqQ7ss8BnS9Mj7Lkm7BZ2ZrYAtW,Gsj794Fye2JYWn2pguzDQZehkZr5M4oxquS21EhQ1zgdqDb,0.00,1000000000000,7390323279727117,9,40
1117,5995,3462514,P2P.ORG / 10,CdvyGjJbfcgcHuTyJKLGUA9u3kypCaHpohCEeUXmbTKryPR,CdvyGjJbfcgcHuTyJKLGUA9u3kypCaHpohCEeUXmbTKryPR,5.00,6883512312156,10274965972896889,16,47
1117,5995,3462514,P2P.ORG / 32,F2uNhDDXr6Z48JmdjbdSBseEx5f39C522U1WwubKbRKyNka,F2uNhDDXr6Z48JmdjbdSBseEx5f39C522U1WwubKbRKyNka,5.00,8591739312859,10270420829046138,2,50
1117,5995,3462514,,FhmaBgRFjZYFUWJp91ZHUbuW2Dm32VH4BVhnRQJqfpMmEok,FhmaBgRFjZYFUWJp91ZHUbuW2Dm32VH4BVhnRQJqfpMmEok,5.00,10000000000,13400221127123845,1,5
1117,5995,3462514,,GffdZaTf5oBcHVfx4VjnA6AMpHEBa3PiaBzTBUPkt24fUxp,DtFML4iEe4Qkei3RJY8mCDerJ8ZoowMpcbVJwZbxKR4k7SC,100.00,38989503090,21563284435089195,1,1
1117,5995,3462514,,FiHWU9AjN7z2no8zyiVEXtiTE46izxDgEcF1KM4r2r1GK59,GF3U7iFCq1GCakSeHaDdoaAX6JsdfhJXy2VtiTwmSebxCF9,0.00,500000000000,25454730386964754,3,10
1117,5995,3462514,,DaJVDQx84RaXqayh6Co2BzrQwPXtV6DEg62RBudB3ZgSgEc,H4zyfKvnWsUGKeNLj6MJUcGtczXQWYye94rKoLEv9tkEtmk,10.00,450000000000,11927490291312134,1,22
1117,5995,3462514,RYABINA / @Kusama_bot for telegram [1],D5Xo7N2jginhYchuMNud2dYtby899koFcaRo2YWNmUquo5H,EYBFmdXHYVUyWNTaaUvqK3h1hb7F8YgvVPNuzcPrMZt64Hm,3.00,150307692400,10407844800583412,15,107
1117,5995,3462514,,Gb3UXs8kXSy2eVpcpJg1iqczFjHyXmm1CWoSkfWwmTTFUb3,Fv2bCzgFtv4d4NjQjJKnpiBJ38qzDG9tuv7J79ubURKxq1D,8.00,1000000000000,10207648599444954,16,43
1117,5995,3462514,P2P.ORG / 51,EUtp7VXD4xQhEneqdonukxCt5eiSW6E5VXPrMBVfbsyFSjm,EUtp7VXD4xQhEneqdonukxCt5eiSW6E5VXPrMBVfbsyFSjm,5.00,6689109356040,7390514828277096,5,40
1117,5995,3462514,,FtFtFKRtm2kc9MC9mzXbS4HSFfs4US7sGPP6BHQ5nt6DLYi,HqKoGnyXAFspZqhN6prH4VWGTSqQDNLQjFjPPWhTpvszwx1,100.00,1000000000000,9042521772640573,3,9
1117,5995,3462514,🔥🔥Cryptium Labs 1🔥🔥,GcqKn3HHodwcFc3Pg3Evcbc43m7qJNMiMv744e5WMSS7TGn,GcqKn3HHodwcFc3Pg3Evcbc43m7qJNMiMv744e5WMSS7TGn,5.00,1000000000000,12651269770802732,5,32
1117,5995,3462514,,EzU9s7bhDkqvZynyXLKjEVo5AgzMwq1eVr2g59YEtTY7PvQ,EzU9s7bhDkqvZynyXLKjEVo5AgzMwq1eVr2g59YEtTY7PvQ,100.00,500000000000,6640224834058137,1,5
1117,5995,3462514,,GaGDt2jCSZizpBjMSH9UZGypb1ceRrWV5GDkCpZqJ3bgTHi,ESg7FPxCRCVAZDbheJyM9mNkdmEfRhjfkvVRvwHnwCanvG6,10.00,1000000000000,11369224207559054,5,16
1117,5995,3462514,,H6bJZpE7PTFZgkLWGbeP3D1PqPGsFGqYAArFYa3ksCskmbt,H3XPaoAdicNVXHwXemKVhYmdiHcnKAHzj4ADXGRdCEi64EN,0.00,30358910878703,7409479125412747,7,22
1117,5995,3462514,,H9bhxgaMbND1u7TXxmMpcQCTiLfQtGmdmwAyKkRnKsndSXa,H9bhxgaMbND1u7TXxmMpcQCTiLfQtGmdmwAyKkRnKsndSXa,20.00,10000000000,15239806888859416,1,11
1117,5995,3462514,,HnnFkvtzrSrNpSUdG47E9ioBmDoDBnRUL6Lmy7GeqGcFc5c,FD4P2NkuQYKwhSiFCKL65XiYiuRHTvubqxSAtEsJKSL7FXR,100.00,590256366214212,23952306299903844,1,14
